"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2021-8-17","365.54","365.96","366.96","363.04","44.79M","-0.88%"
"2021-8-16","368.79","367.48","368.83","363.51","35.04M","0.04%"
"2021-8-13","368.63","367.70","368.97","367.19","19.34M","0.35%"
"2021-8-12","367.34","365.50","367.71","364.10","26.00M","0.36%"
"2021-8-11","366.02","367.95","368.46","364.65","34.25M","-0.17%"
"2021-8-10","366.65","369.07","369.37","365.43","35.13M","-0.51%"
"2021-8-9","368.54","368.33","369.08","367.20","25.96M","0.18%"
"2021-8-6","367.86","368.18","369.18","366.71","33.33M","-0.44%"
"2021-8-5","369.48","367.99","369.72","367.26","21.44M","0.63%"
"2021-8-4","367.15","366.58","368.13","365.44","29.60M","0.14%"
"2021-8-3","366.62","365.09","366.74","361.81","35.56M","0.61%"
"2021-8-2","364.41","366.09","366.69","363.68","27.33M","0.01%"
"2021-7-30","364.38","362.25","364.98","362.22","36.48M","-0.52%"
"2021-7-29","366.29","365.06","367.49","365.06","25.67M","0.18%"
"2021-7-28","365.64","365.41","367.26","363.05","42.07M","0.38%"
"2021-7-27","364.24","368.03","368.03","359.97","57.93M","-1.10%"
"2021-7-26","368.30","367.30","368.70","366.41","28.44M","0.08%"
"2021-7-23","368.01","365.12","368.29","363.72","31.96M","1.17%"
"2021-7-22","363.76","361.58","363.77","361.58","30.25M","0.66%"
"2021-7-21","361.37","358.16","361.37","357.93","30.26M","0.77%"
"2021-7-20","358.60","355.44","360.09","353.61","42.18M","1.16%"
"2021-7-19","354.48","353.86","354.99","351.86","64.40M","-0.82%"
"2021-7-16","357.41","361.21","362.22","357.05","47.26M","-0.81%"
"2021-7-15","360.33","362.79","363.00","358.27","53.39M","-0.70%"
"2021-7-14","362.88","364.64","365.30","362.03","35.34M","0.18%"
"2021-7-13","362.23","361.84","365.27","361.35","39.72M","0.00%"
"2021-7-12","362.23","362.26","362.70","360.64","25.72M","0.39%"
"2021-7-9","360.82","357.98","361.31","357.38","35.18M","0.62%"
"2021-7-8","358.58","355.55","359.46","354.23","50.89M","-0.60%"
"2021-7-7","360.76","362.26","362.57","358.75","35.27M","0.21%"
"2021-7-6","360.00","359.07","360.29","356.30","38.84M","0.43%"
"2021-7-2","358.45","356.33","358.78","356.09","32.73M","1.15%"
"2021-7-1","354.38","353.88","354.90","352.49","29.29M","0.04%"
"2021-6-30","354.24","354.64","355.04","353.64","32.72M","-0.16%"
"2021-6-29","354.80","353.34","354.83","352.48","29.43M","0.36%"
"2021-6-28","353.52","350.60","353.66","350.54","39.13M","1.21%"
"2021-6-25","349.28","350.29","350.54","348.66","28.68M","-0.12%"
"2021-6-24","349.71","349.55","351.28","348.99","32.58M","0.62%"
"2021-6-23","347.56","347.33","348.74","346.70","27.19M","0.05%"
"2021-6-22","347.39","343.97","347.85","343.66","28.94M","0.93%"
"2021-6-21","344.18","342.25","344.51","339.97","32.99M","0.51%"
"2021-6-18","342.45","343.45","344.63","341.68","55.41M","-0.79%"
"2021-6-17","345.16","339.79","346.20","339.74","59.72M","1.27%"
"2021-6-16","340.83","342.56","343.66","337.27","55.40M","-0.37%"
"2021-6-15","342.08","343.97","344.29","341.34","35.96M","-0.65%"
"2021-6-14","344.33","341.50","344.34","340.28","27.83M","0.96%"
"2021-6-11","341.06","340.18","341.07","339.51","21.22M","0.26%"
"2021-6-10","340.17","337.01","340.28","336.55","33.70M","1.04%"
"2021-6-9","336.66","337.99","338.79","336.47","21.49M","0.02%"
"2021-6-8","336.58","338.22","339.11","334.85","27.28M","0.05%"
"2021-6-7","336.42","334.87","336.48","334.16","32.61M","0.30%"
"2021-6-4","335.42","331.68","335.88","331.61","38.74M","1.69%"
"2021-6-3","329.83","330.38","331.69","328.11","37.06M","-1.04%"
"2021-6-2","333.29","333.08","334.16","331.52","22.05M","0.19%"
"2021-6-1","332.65","335.12","335.61","331.26","31.15M","-0.33%"
"2021-5-28","333.75","333.94","335.39","333.42","29.93M","0.31%"
"2021-5-27","332.71","333.49","334.36","332.50","27.93M","-0.37%"
"2021-5-26","333.95","333.48","334.43","332.78","25.44M","0.35%"
"2021-5-25","332.80","333.89","334.63","331.58","31.28M","0.14%"
"2021-5-24","332.34","329.20","333.49","326.73","32.48M","1.68%"
"2021-5-21","326.84","330.26","330.69","326.47","50.33M","-0.55%"
"2021-5-20","328.66","323.95","329.54","323.72","46.47M","1.94%"
"2021-5-19","322.42","316.49","322.73","316.13","66.32M","0.11%"
"2021-5-18","322.05","325.22","326.48","321.77","36.53M","-0.68%"
"2021-5-17","324.24","324.46","326.20","321.28","39.39M","-0.61%"
"2021-5-14","326.22","322.43","327.16","321.91","44.37M","2.21%"
"2021-5-13","319.17","319.75","322.23","316.73","69.88M","0.77%"
"2021-5-12","316.72","320.06","322.45","315.83","91.16M","-2.59%"
"2021-5-11","325.14","319.53","325.96","318.85","71.96M","-0.14%"
"2021-5-10","325.59","332.61","332.79","325.38","60.70M","-2.52%"
"2021-5-7","334.02","334.19","336.47","331.52","53.32M","0.81%"
"2021-5-6","331.34","328.59","331.50","326.28","46.81M","0.75%"
"2021-5-5","328.86","332.08","332.97","328.06","46.22M","-0.34%"
"2021-5-4","329.97","333.38","333.71","326.04","65.15M","-1.80%"
"2021-5-3","336.01","339.05","339.82","335.55","29.73M","-0.53%"
"2021-4-30","337.81","337.52","340.08","336.87","38.26M","-0.66%"
"2021-4-29","340.04","342.19","342.62","336.72","37.71M","0.36%"
"2021-4-28","338.82","339.63","340.67","338.15","33.62M","-0.34%"
"2021-4-27","339.97","341.75","341.97","338.99","33.19M","-0.43%"
"2021-4-26","341.45","339.49","341.74","338.72","30.81M","0.65%"
"2021-4-23","339.24","335.67","340.59","335.67","36.41M","1.26%"
"2021-4-22","335.02","338.71","339.72","333.83","45.94M","-1.21%"
"2021-4-21","339.11","334.91","339.30","333.79","36.60M","0.86%"
"2021-4-20","336.23","338.02","339.34","334.21","38.08M","-0.73%"
"2021-4-19","338.70","340.21","341.40","336.72","34.53M","-0.92%"
"2021-4-16","341.83","341.97","342.05","339.90","40.86M","0.12%"
"2021-4-15","341.43","339.29","341.83","336.04","36.34M","1.52%"
"2021-4-14","336.33","340.67","340.80","335.49","42.56M","-1.20%"
"2021-4-13","340.42","338.06","340.90","337.84","30.37M","1.17%"
"2021-4-12","336.49","335.86","336.92","334.55","25.83M","-0.13%"
"2021-4-9","336.93","333.50","337.14","332.75","36.66M","0.61%"
"2021-4-8","334.90","334.38","335.09","333.56","29.94M","1.04%"
"2021-4-7","331.45","330.16","332.31","329.20","32.05M","0.24%"
"2021-4-6","330.65","330.56","332.66","329.85","33.54M","-0.07%"
"2021-4-5","330.88","326.96","331.67","324.47","42.17M","2.00%"
"2021-4-1","324.40","322.90","324.54","322.64","55.69M","1.71%"
"2021-3-31","318.96","315.99","320.57","315.64","55.03M","1.53%"
"2021-3-30","314.15","313.73","314.74","311.38","44.64M","-0.50%"
"2021-3-29","315.74","315.28","316.82","312.31","54.61M","-0.03%"
"2021-3-26","315.83","310.95","316.16","309.51","63.52M","1.50%"
"2021-3-25","311.17","309.81","312.72","307.23","78.73M","-0.17%"
"2021-3-24","311.71","318.46","318.50","311.56","64.80M","-1.68%"
"2021-3-23","317.05","319.56","320.92","316.21","53.46M","-0.44%"
"2021-3-22","318.44","315.04","320.57","315.04","56.19M","1.74%"
"2021-3-19","312.98","311.71","314.56","309.50","78.45M","0.35%"
"2021-3-18","311.88","316.70","317.71","311.41","82.94M","-3.06%"
"2021-3-17","321.73","317.28","323.68","315.51","78.26M","0.41%"
"2021-3-16","320.41","320.92","324.03","318.93","54.93M","0.55%"
"2021-3-15","318.66","315.62","318.83","313.93","43.12M","1.07%"
"2021-3-12","315.29","313.70","318.06","311.23","69.32M","-0.81%"
"2021-3-11","317.87","315.60","319.69","314.68","53.48M","2.30%"
"2021-3-10","310.72","315.99","316.30","310.01","76.80M","-0.29%"
"2021-3-9","311.61","307.31","313.57","306.76","80.39M","3.95%"
"2021-3-8","299.78","307.96","309.90","299.35","88.41M","-2.83%"
"2021-3-5","308.52","306.63","309.45","297.29","121.52M","1.51%"
"2021-3-4","303.94","308.62","311.88","299.95","139.13M","-1.64%"
"2021-3-3","309.00","317.10","318.07","308.94","86.30M","-2.90%"
"2021-3-2","318.23","324.08","324.16","317.97","48.37M","-1.60%"
"2021-3-1","323.42","319.10","323.77","317.77","49.16M","3.01%"
"2021-2-26","313.98","315.68","318.94","310.72","104.74M","0.42%"
"2021-2-25","312.67","321.22","323.86","311.08","110.18M","-3.48%"
"2021-2-24","323.96","318.57","324.28","315.79","58.21M","0.82%"
"2021-2-23","321.31","316.83","323.03","310.84","97.24M","-0.30%"
"2021-2-22","322.27","326.33","327.63","322.06","47.26M","-2.59%"
"2021-2-19","330.85","333.68","333.81","329.80","39.16M","-0.44%"
"2021-2-18","332.30","330.06","333.69","328.19","32.24M","-0.43%"
"2021-2-17","333.75","332.30","335.48","330.00","31.47M","-0.48%"
"2021-2-16","335.36","337.09","338.01","334.16","27.08M","-0.27%"
"2021-2-12","336.27","333.53","336.44","332.46","20.35M","0.56%"
"2021-2-11","334.40","334.15","334.82","331.95","22.05M","0.55%"
"2021-2-10","332.58","334.81","335.28","329.33","28.07M","-0.23%"
"2021-2-9","333.33","332.45","334.63","332.44","17.60M","-0.02%"
"2021-2-8","333.40","332.93","333.56","331.24","20.46M","0.67%"
"2021-2-5","331.19","331.05","332.23","329.36","22.73M","0.34%"
"2021-2-4","330.07","327.65","330.16","326.29","22.35M","1.18%"
"2021-2-3","326.21","329.65","330.02","326.15","24.82M","-0.40%"
"2021-2-2","327.51","325.31","328.70","325.14","33.93M","1.63%"
"2021-2-1","322.25","317.94","323.37","315.85","35.65M","2.50%"
"2021-1-29","314.39","319.41","320.55","312.60","55.26M","-2.10%"
"2021-1-28","321.15","320.50","326.25","319.86","42.84M","0.59%"
"2021-1-27","319.26","326.09","326.10","317.19","55.26M","-2.79%"
"2021-1-26","328.42","328.68","329.59","327.05","25.50M","0.15%"
"2021-1-25","327.94","328.74","330.15","321.24","39.08M","0.83%"
"2021-1-22","325.25","325.12","326.29","324.54","21.61M","-0.29%"
"2021-1-21","326.19","324.98","326.96","323.56","25.32M","0.80%"
"2021-1-20","323.60","319.97","324.57","316.34","30.73M","2.33%"
"2021-1-19","316.24","314.09","316.76","312.96","24.54M","1.46%"
"2021-1-15","311.70","313.97","314.95","310.42","35.12M","-0.79%"
"2021-1-14","314.18","316.33","317.36","313.70","23.50M","-0.54%"
"2021-1-13","315.87","314.03","316.69","313.41","22.90M","0.67%"
"2021-1-12","313.76","314.29","315.41","311.04","29.27M","-0.16%"
"2021-1-11","314.25","315.81","317.02","313.59","32.87M","-1.45%"
"2021-1-8","318.86","317.17","319.22","314.92","33.96M","1.29%"
"2021-1-7","314.81","310.12","315.67","310.09","30.39M","2.42%"
"2021-1-6","307.38","306.84","311.72","305.82","52.81M","-1.39%"
"2021-1-5","311.70","308.13","311.98","308.13","29.32M","0.82%"
"2021-1-4","309.15","314.94","315.12","305.02","45.31M","-1.41%"
"2020-12-31","313.58","312.71","314.08","311.60","21.61M","0.25%"
"2020-12-30","312.81","314.00","314.32","312.17","18.14M","0.00%"
"2020-12-29","312.80","313.89","314.52","311.87","25.87M","0.09%"
"2020-12-28","312.52","312.09","313.01","310.20","22.50M","1.01%"
"2020-12-24","309.40","308.31","309.86","308.23","16.78M","0.44%"
"2020-12-23","308.04","309.65","310.02","307.87","21.20M","-0.50%"
"2020-12-22","309.60","309.69","310.55","306.68","26.38M","0.27%"
"2020-12-21","308.76","306.30","309.31","303.44","37.10M","-0.37%"
"2020-12-18","309.90","311.50","311.82","307.45","41.17M","-0.30%"
"2020-12-17","310.84","310.47","311.08","309.23","23.73M","0.65%"
"2020-12-16","308.82","307.54","309.62","306.46","25.46M","0.55%"
"2020-12-15","307.13","306.21","307.13","303.95","25.79M","1.07%"
"2020-12-14","303.88","302.92","305.89","302.85","28.80M","0.73%"
"2020-12-11","301.69","300.65","301.82","298.31","26.76M","-0.22%"
"2020-12-10","302.36","299.05","303.52","297.93","27.52M","0.40%"
"2020-12-9","301.15","307.91","308.20","300.05","48.84M","-2.27%"
"2020-12-8","308.13","306.60","308.44","304.79","18.34M","0.34%"
"2020-12-7","307.09","305.55","307.47","305.36","20.85M","0.57%"
"2020-12-4","305.36","304.17","305.51","303.47","19.33M","0.41%"
"2020-12-3","304.12","303.91","305.72","303.37","22.83M","0.14%"
"2020-12-2","303.69","302.06","304.04","300.19","23.62M","0.13%"
"2020-12-1","303.30","301.71","304.98","300.67","27.64M","1.28%"
"2020-11-30","299.46","299.14","299.81","294.63","27.84M","0.20%"
"2020-11-27","298.85","298.13","300.01","297.74","17.16M","0.92%"
"2020-11-25","296.12","295.28","296.78","294.44","23.33M","0.61%"
"2020-11-24","294.32","291.34","294.83","289.48","24.52M","1.41%"
"2020-11-23","290.24","291.26","292.60","287.92","26.88M","0.00%"
"2020-11-20","290.23","292.15","292.91","290.14","25.91M","-0.68%"
"2020-11-19","292.23","289.33","292.55","288.70","22.72M","0.78%"
"2020-11-18","289.96","291.55","293.22","289.87","28.07M","-0.74%"
"2020-11-17","292.12","293.25","293.59","291.46","21.84M","-0.32%"
"2020-11-16","293.05","290.53","293.36","289.84","30.17M","0.78%"
"2020-11-13","290.78","289.86","291.42","287.72","24.88M","0.88%"
"2020-11-12","288.25","290.57","291.92","287.10","34.52M","-0.47%"
"2020-11-11","289.61","285.77","290.10","283.23","36.10M","2.24%"
"2020-11-10","283.27","285.11","286.51","280.47","69.02M","-1.79%"
"2020-11-9","288.44","297.15","298.98","287.97","86.54M","-2.04%"
"2020-11-6","294.46","293.43","295.20","289.68","40.96M","0.07%"
"2020-11-5","294.24","293.26","295.23","291.85","52.05M","2.61%"
"2020-11-4","286.76","283.41","288.62","281.72","75.73M","4.46%"
"2020-11-3","274.51","271.72","276.67","270.70","43.60M","1.73%"
"2020-11-2","269.84","271.59","273.38","266.83","39.99M","0.22%"
"2020-10-30","269.24","274.23","275.10","266.93","65.94M","-2.53%"
"2020-10-29","276.24","272.90","279.34","272.38","43.25M","1.75%"
"2020-10-28","271.50","277.98","278.49","271.24","53.41M","-3.90%"
"2020-10-27","282.51","281.27","283.36","280.05","30.56M","0.78%"
"2020-10-26","280.32","282.17","285.15","276.61","38.42M","-1.50%"
"2020-10-23","284.59","284.64","284.76","281.63","24.66M","0.20%"
"2020-10-22","284.03","284.90","285.83","280.67","32.20M","0.00%"
"2020-10-21","284.04","284.52","287.17","283.54","29.31M","-0.08%"
"2020-10-20","284.26","284.41","287.47","282.80","32.20M","0.22%"
"2020-10-19","283.65","290.34","291.33","282.64","36.76M","-1.63%"
"2020-10-16","288.36","291.65","293.12","288.00","40.57M","-0.55%"
"2020-10-15","289.95","287.10","290.56","286.39","42.51M","-0.67%"
"2020-10-14","291.91","295.16","296.19","290.11","37.18M","-0.84%"
"2020-10-13","294.37","296.18","296.89","292.96","64.24M","0.00%"
"2020-10-12","294.38","290.45","297.30","289.32","79.37M","3.09%"
"2020-10-9","285.56","282.94","285.64","282.56","30.20M","1.53%"
"2020-10-8","281.26","282.17","282.32","280.16","25.44M","0.53%"
"2020-10-7","279.77","277.68","280.59","277.13","27.54M","1.73%"
"2020-10-6","275.02","279.14","281.04","274.11","49.70M","-1.78%"
"2020-10-5","280.01","276.19","280.34","276.08","28.18M","2.13%"
"2020-10-2","274.17","275.87","282.09","273.30","75.50M","-2.81%"
"2020-10-1","282.10","281.64","282.73","279.69","50.02M","1.59%"
"2020-9-30","277.69","275.95","280.94","275.73","49.38M","0.68%"
"2020-9-29","275.81","276.57","277.56","275.23","27.18M","-0.45%"
"2020-9-28","277.05","276.47","277.05","271.53","58.44M","2.07%"
"2020-9-25","271.42","265.68","272.25","264.16","55.24M","2.33%"
"2020-9-24","265.25","261.44","268.56","261.08","70.63M","0.47%"
"2020-9-23","264.02","272.01","272.20","263.11","48.84M","-3.06%"
"2020-9-22","272.34","269.91","272.94","266.40","41.13M","1.86%"
"2020-9-21","267.37","262.38","267.51","259.97","57.17M","0.24%"
"2020-9-18","266.73","271.48","271.95","262.49","86.25M","-1.28%"
"2020-9-17","270.18","267.38","274.25","266.54","81.57M","-1.56%"
"2020-9-16","274.47","279.62","280.21","274.11","42.44M","-1.59%"
"2020-9-15","278.91","278.75","280.30","274.99","41.85M","1.41%"
"2020-9-14","275.02","274.14","277.07","272.82","38.53M","1.74%"
"2020-9-11","270.31","274.19","275.08","266.76","71.81M","-0.69%"
"2020-9-10","272.20","280.82","282.05","270.42","69.67M","-1.99%"
"2020-9-9","277.73","275.40","279.90","272.86","64.84M","2.94%"
"2020-9-8","269.81","272.13","278.07","269.52","99.57M","-4.81%"
"2020-9-4","283.43","285.61","288.78","271.66","123.96M","-1.33%"
"2020-9-3","287.26","298.04","298.46","284.26","110.08M","-5.07%"
"2020-9-2","302.60","303.10","303.34","296.73","50.84M","0.95%"
"2020-9-1","299.76","297.44","299.88","295.63","36.40M","1.71%"
"2020-8-31","294.73","293.01","296.59","292.47","36.32M","0.80%"
"2020-8-28","292.38","292.12","293.03","290.78","28.02M","0.51%"
"2020-8-27","290.90","292.93","293.70","288.55","49.48M","-0.31%"
"2020-8-26","291.81","286.96","292.07","285.68","42.22M","2.14%"
"2020-8-25","285.71","282.63","285.91","282.22","34.87M","0.79%"
"2020-8-24","283.48","284.91","285.85","281.12","36.42M","0.62%"
"2020-8-21","281.72","279.92","282.19","279.31","34.75M","0.69%"
"2020-8-20","279.78","275.16","280.28","274.72","27.72M","1.38%"
"2020-8-19","275.96","277.78","278.87","275.43","32.00M","-0.67%"
"2020-8-18","277.82","276.26","278.32","274.77","23.53M","0.96%"
"2020-8-17","275.18","273.77","275.70","272.05","24.80M","1.16%"
"2020-8-14","272.02","272.87","273.26","270.58","30.80M","-0.12%"
"2020-8-13","272.34","272.50","274.69","271.37","31.90M","0.23%"
"2020-8-12","271.72","267.23","272.70","267.23","38.89M","2.52%"
"2020-8-11","265.05","268.96","270.30","264.49","43.10M","-1.90%"
"2020-8-10","270.17","271.60","271.84","266.53","35.09M","-0.43%"
"2020-8-7","271.33","273.90","274.74","269.10","44.97M","-1.15%"
"2020-8-6","274.50","270.64","274.84","270.05","28.05M","1.33%"
"2020-8-5","270.91","270.69","271.38","269.82","21.69M","0.25%"
"2020-8-4","270.24","268.60","270.34","267.95","24.91M","0.37%"
"2020-8-3","269.24","267.91","270.01","267.73","32.08M","1.35%"
"2020-7-31","265.65","265.69","265.81","260.71","53.76M","1.79%"
"2020-7-30","260.99","257.64","261.57","256.42","41.77M","0.52%"
"2020-7-29","259.63","258.19","260.52","257.77","27.56M","1.15%"
"2020-7-28","256.68","259.19","259.71","256.38","31.30M","-1.27%"
"2020-7-27","259.98","257.22","260.38","256.31","36.45M","1.78%"
"2020-7-24","255.43","253.99","256.80","251.19","54.05M","-0.95%"
"2020-7-23","257.87","264.41","265.10","256.42","51.36M","-2.61%"
"2020-7-22","264.79","264.32","265.75","262.41","29.87M","0.35%"
"2020-7-21","263.86","268.27","268.27","262.99","43.44M","-1.04%"
"2020-7-20","266.64","259.98","267.29","258.65","40.61M","2.84%"
"2020-7-17","259.28","259.57","260.17","257.03","35.14M","0.12%"
"2020-7-16","258.98","257.83","259.64","255.49","47.59M","-0.68%"
"2020-7-15","260.76","261.54","262.55","257.35","54.52M","0.20%"
"2020-7-14","260.23","255.94","260.65","252.63","72.23M","0.71%"
"2020-7-13","258.40","266.73","269.65","257.55","64.11M","-2.06%"
"2020-7-10","263.83","261.86","264.09","259.12","32.89M","0.68%"
"2020-7-9","262.04","261.75","262.73","257.49","40.31M","0.84%"
"2020-7-8","259.85","257.86","259.88","256.37","30.43M","1.31%"
"2020-7-7","256.48","257.96","260.74","256.17","36.58M","-0.69%"
"2020-7-6","258.25","255.33","258.79","255.30","34.59M","2.46%"
"2020-7-2","252.06","252.84","254.14","251.58","31.96M","0.68%"
"2020-7-1","250.36","247.53","251.39","246.95","34.69M","1.17%"
"2020-6-30","247.47","242.64","248.03","242.45","38.91M","1.96%"
"2020-6-29","242.71","239.85","242.72","237.23","34.38M","1.09%"
"2020-6-26","240.09","245.62","245.83","239.55","52.82M","-2.36%"
"2020-6-25","245.90","243.78","246.21","241.01","36.94M","0.95%"
"2020-6-24","243.58","247.86","249.19","242.03","46.03M","-2.06%"
"2020-6-23","248.71","248.26","251.02","247.69","32.77M","0.85%"
"2020-6-22","246.61","243.64","246.74","243.25","24.07M","1.02%"
"2020-6-19","244.11","246.61","246.87","242.32","49.42M","-0.02%"
"2020-6-18","244.15","243.16","244.40","242.36","30.58M","0.27%"
"2020-6-17","243.49","244.27","245.37","242.60","34.75M","0.32%"
"2020-6-16","242.72","243.65","244.26","238.97","48.89M","1.72%"
"2020-6-15","238.62","232.32","239.32","231.35","45.31M","1.21%"
"2020-6-12","235.76","238.96","240.27","231.62","72.03M","0.80%"
"2020-6-11","233.90","242.16","243.46","233.84","72.92M","-4.95%"
"2020-6-10","246.09","244.87","247.68","244.38","58.08M","1.20%"
"2020-6-9","243.17","240.53","244.05","240.34","35.05M","0.72%"
"2020-6-8","241.42","239.41","241.55","237.79","32.94M","0.78%"
"2020-6-5","239.56","235.94","240.17","235.51","47.37M","1.98%"
"2020-6-4","234.91","236.20","237.67","233.56","38.72M","-0.70%"
"2020-6-3","236.57","236.11","237.35","235.23","37.23M","0.45%"
"2020-6-2","235.51","234.30","235.57","231.89","33.38M","0.67%"
"2020-6-1","233.94","232.28","234.33","231.88","26.14M","0.30%"
"2020-5-29","233.24","230.31","233.48","228.64","50.88M","1.47%"
"2020-5-28","229.87","228.93","233.35","228.93","43.01M","-0.13%"
"2020-5-27","230.17","228.39","230.29","223.82","55.67M","0.55%"
"2020-5-26","228.92","233.32","233.45","228.67","33.06M","-0.27%"
"2020-5-22","229.54","228.34","229.75","227.38","28.76M","0.35%"
"2020-5-21","228.75","231.37","232.01","228.22","43.64M","-1.09%"
"2020-5-20","231.27","229.36","231.64","229.36","37.42M","2.00%"
"2020-5-19","226.74","227.54","229.73","226.59","36.24M","-0.25%"
"2020-5-18","227.31","226.16","228.56","225.35","42.60M","1.86%"
"2020-5-15","223.15","218.66","223.21","218.22","55.75M","0.65%"
"2020-5-14","221.71","218.01","221.75","215.88","51.55M","1.14%"
"2020-5-13","219.22","222.53","224.49","216.60","65.52M","-1.25%"
"2020-5-12","222.00","227.36","227.98","221.97","41.05M","-2.09%"
"2020-5-11","226.75","223.38","227.81","223.13","35.71M","0.89%"
"2020-5-8","224.74","223.43","224.88","222.36","31.96M","1.37%"
"2020-5-7","221.70","221.63","222.61","220.30","38.62M","1.28%"
"2020-5-6","218.89","219.25","220.92","218.00","36.46M","0.62%"
"2020-5-5","217.55","217.29","220.02","216.74","37.78M","1.13%"
"2020-5-4","215.11","211.50","215.34","211.01","32.84M","1.17%"
"2020-5-1","212.63","214.43","216.56","211.57","48.79M","-2.82%"
"2020-4-30","218.80","219.89","219.92","217.24","43.36M","-0.04%"
"2020-4-29","218.89","216.10","219.85","215.03","48.72M","3.55%"
"2020-4-28","211.39","217.16","217.21","211.10","46.86M","-1.88%"
"2020-4-27","215.45","216.07","216.52","214.39","36.45M","0.80%"
"2020-4-24","213.73","210.83","214.19","209.39","34.30M","1.58%"
"2020-4-23","210.41","211.69","214.32","209.98","43.28M","-0.21%"
"2020-4-22","210.86","209.03","212.24","208.22","40.19M","2.97%"
"2020-4-21","204.78","210.52","211.05","203.52","72.93M","-3.69%"
"2020-4-20","212.63","213.16","215.77","212.46","38.25M","-1.19%"
"2020-4-17","215.18","215.85","216.40","211.97","62.86M","0.96%"
"2020-4-16","213.14","211.67","214.26","209.58","64.66M","1.82%"
"2020-4-15","209.32","208.37","211.72","207.01","47.04M","-1.15%"
"2020-4-14","211.75","207.06","212.39","206.31","63.96M","4.35%"
"2020-4-13","202.92","199.82","203.31","198.65","42.85M","1.08%"
"2020-4-9","200.75","202.16","203.11","198.92","68.32M","0.14%"
"2020-4-8","200.46","197.98","201.06","196.07","45.94M","2.12%"
"2020-4-7","196.30","202.03","202.55","195.90","69.90M","-0.04%"
"2020-4-6","196.38","190.28","197.55","189.09","64.76M","7.15%"
"2020-4-3","183.27","185.40","186.97","181.19","47.49M","-1.42%"
"2020-4-2","185.91","181.49","190.00","180.87","56.47M","2.03%"
"2020-4-1","182.21","184.71","187.56","180.77","53.72M","-4.25%"
"2020-3-31","190.30","191.43","195.15","189.10","62.66M","-0.85%"
"2020-3-30","191.94","187.00","192.39","186.24","49.36M","3.64%"
"2020-3-27","185.20","186.83","190.41","184.56","58.84M","-3.44%"
"2020-3-26","191.80","183.77","192.62","183.51","79.89M","5.27%"
"2020-3-25","182.20","184.32","189.41","179.89","88.75M","-0.74%"
"2020-3-24","183.56","179.82","183.73","177.86","94.88M","7.74%"
"2020-3-23","170.37","170.83","174.12","164.84","124.64M","-0.14%"
"2020-3-20","170.61","181.64","182.77","170.01","118.98M","-3.92%"
"2020-3-19","177.57","175.60","183.39","171.54","120.90M","0.60%"
"2020-3-18","176.51","171.51","179.13","166.71","114.16M","-3.04%"
"2020-3-17","182.04","175.38","184.29","169.69","121.26M","7.58%"
"2020-3-16","169.21","174.06","184.58","169.07","92.05M","-11.98%"
"2020-3-13","192.24","186.97","194.38","178.04","134.88M","8.47%"
"2020-3-12","177.23","181.99","190.68","176.85","137.82M","-9.17%"
"2020-3-11","195.12","199.25","200.64","192.63","89.17M","-4.35%"
"2020-3-10","204.00","201.00","204.19","193.58","100.60M","5.44%"
"2020-3-9","193.47","193.38","201.05","192.01","116.42M","-6.95%"
"2020-3-6","207.91","204.56","209.04","202.80","89.83M","-1.69%"
"2020-3-5","211.48","212.58","216.25","209.99","78.71M","-3.04%"
"2020-3-4","218.11","213.21","218.22","211.26","73.09M","4.17%"
"2020-3-3","209.37","217.00","219.49","207.51","131.95M","-3.21%"
"2020-3-2","216.31","208.77","216.46","205.83","112.93M","5.16%"
"2020-2-28","205.69","198.82","207.06","198.07","149.25M","0.08%"
"2020-2-27","205.53","210.94","216.31","205.39","121.82M","-5.01%"
"2020-2-26","216.37","216.56","220.16","214.79","80.40M","0.52%"
"2020-2-25","215.26","223.07","223.87","214.63","97.74M","-2.72%"
"2020-2-24","221.27","221.72","224.13","220.14","84.52M","-3.86%"
"2020-2-21","230.15","233.52","233.89","229.20","66.06M","-1.92%"
"2020-2-20","234.66","236.34","236.83","231.76","42.60M","-0.93%"
"2020-2-19","236.86","235.95","237.35","235.73","22.23M","0.96%"
"2020-2-18","234.61","233.35","235.05","233.13","24.52M","0.04%"
"2020-2-14","234.52","234.16","234.74","233.43","23.44M","0.29%"
"2020-2-13","233.85","232.50","234.81","232.24","22.77M","-0.13%"
"2020-2-12","234.15","233.22","234.26","232.68","24.47M","0.97%"
"2020-2-11","231.89","233.09","233.90","231.28","30.20M","0.02%"
"2020-2-10","231.85","228.31","231.86","228.26","21.48M","1.21%"
"2020-2-7","229.08","229.04","230.32","228.42","25.88M","-0.43%"
"2020-2-6","230.07","228.65","230.13","227.86","22.47M","0.86%"
"2020-2-5","228.10","230.10","230.13","226.73","38.53M","0.33%"
"2020-2-4","227.35","225.27","227.74","224.53","30.69M","2.29%"
"2020-2-3","222.26","220.02","222.77","219.87","25.47M","1.51%"
"2020-1-31","218.95","223.38","223.44","218.17","52.02M","-1.59%"
"2020-1-30","222.48","220.25","222.58","219.57","39.57M","0.36%"
"2020-1-29","221.69","222.54","222.81","220.71","29.06M","0.16%"
"2020-1-28","221.33","219.48","221.84","218.94","26.73M","1.53%"
"2020-1-27","217.99","217.61","219.17","217.07","42.26M","-2.06%"
